player_name,salary,position,team,game,slate_type,player_image,player_id,draftable_id,game_start,updated_at
Cam Bates,3900,WR,BSU,BSU @ ORE,Night,https://dkn.gs/sports/images/cfb/teams/50/8468.png,1509612,43975161,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Kayden Dixon-Wyatt,3900,WR,USC,FRES @ USC,Night,https://dkn.gs/sports/images/cfb/teams/50/8080.png,1651200,44006734,09/04/2026 09:00 PM,2026-09-04T16:50:45Z
Benji Blackburn,3900,WR,STAN,MIA @ STAN,Night,https://dkn.gs/sports/images/cfb/teams/50/8084.png,1518070,44006737,09/04/2026 09:00 PM,2026-09-04T16:50:45Z
Hogan Hansen,3900,WR,MICH,WMU @ MICH,Night,https://dkn.gs/sports/images/cfb/teams/50/7841.png,1508496,44018292,09/05/2026 07:30 PM,2026-09-04T16:50:45Z
Aveion Chenault,3900,WR,WMU,WMU @ MICH,Night,https://dkn.gs/sports/images/cfb/teams/50/8028.png,1595103,44018295,09/05/2026 07:30 PM,2026-09-04T16:50:45Z
Wyatt Sullivan,3900,WR,USF,FIU @ USF,Night,https://dkn.gs/sports/images/cfb/teams/50/9418.png,1389049,44018298,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Mudia Reuben,3900,WR,USF,FIU @ USF,Night,https://dkn.gs/sports/images/cfb/teams/50/9418.png,1378154,44018301,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Jojo Stone,3900,WR,FIU,FIU @ USF,Night,https://dkn.gs/sports/images/cfb/teams/50/9430.png,1508051,44018304,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Chris Brooks Jr.,3900,WR,WISC,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1401650,44024439,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Nasir Williams,3900,WR,CMU,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/7991.png,1519174,44019390,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Cade Keith,3900,WR,UNM,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/8327.png,1521618,44019393,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Chris Brooks Jr.,3900,WR,WISC,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1401650,44025771,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Nate Roberts,3800,WR,OSU,BALL @ OSU,Night,https://dkn.gs/sports/images/cfb/teams/50/7874.png,1583992,43975164,09/05/2026 12:30 PM,2026-09-04T16:50:45Z
Landon Sides,3800,WR,ECU,ECU @ BAMA,Night,https://dkn.gs/sports/images/cfb/teams/50/8368.png,1452179,43975167,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Anthony Brown-Stephens,3800,WR,TUL,TUL @ DUKE,Night,https://dkn.gs/sports/images/cfb/teams/50/8412.png,1456618,43975170,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Rasean Jones,3800,WR,BSU,BSU @ ORE,Night,https://dkn.gs/sports/images/cfb/teams/50/8468.png,1645908,43975173,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Elija Lofton,3800,WR,MIA,MIA @ STAN,Night,https://dkn.gs/sports/images/cfb/teams/50/7704.png,1508171,44006740,09/04/2026 09:00 PM,2026-09-04T16:50:45Z
Terrell Crosby Jr.,3800,WR,TOL,TOL @ MSU,Night,https://dkn.gs/sports/images/cfb/teams/50/8022.png,1390927,44006743,09/04/2026 08:00 PM,2026-09-04T16:50:45Z
Salesi Moa,3800,WR,MICH,WMU @ MICH,Night,https://dkn.gs/sports/images/cfb/teams/50/7841.png,1649812,44018307,09/05/2026 07:30 PM,2026-09-04T16:50:45Z
Parker Fulghum,3800,WR,ULM,ULM @ MSST,Night,https://dkn.gs/sports/images/cfb/teams/50/8388.png,1517151,44018310,09/05/2026 07:30 PM,2026-09-04T16:50:45Z
Horatio Fields,3800,WR,MISS,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1305837,44024448,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Brody Foley,3800,WR,UL,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1378857,44024451,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Jaden Greathouse,3800,WR,ND,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1445215,44024454,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Damien Morgan,3800,WR,NEV,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/7925.png,1516313,44019396,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Keyan Burnett,3800,WR,UNLV,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/7941.png,1380631,44019399,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
London Bironas,3800,K,STAN,MIA @ STAN,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8084.png,1591030,44009844,09/04/2026 09:00 PM,2026-09-04T16:50:46Z
AJ Seidler,3800,K,STAN,MIA @ STAN,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8084.png,1518071,44009845,09/04/2026 09:00 PM,2026-09-04T16:50:46Z
Emmet Kenney,3800,K,STAN,MIA @ STAN,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8084.png,1303211,44009846,09/04/2026 09:00 PM,2026-09-04T16:50:46Z
Horatio Fields,3800,WR,MISS,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1305837,44025744,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Brody Foley,3800,WR,UL,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1378857,44025750,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Jaden Greathouse,3800,WR,ND,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1445215,44025795,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Joshua Dye,3800,RB,MISS,UL @ MISS,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1457699,44027324,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Malachi James,3800,RB,EMU,SJSU @ EMU,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/7997.png,1522615,44009127,09/04/2026 06:30 PM,2026-09-04T16:50:47Z
Terrell Crosby Jr.,3800,WR,TOL,TOL @ MSU,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8022.png,1390927,44009700,09/04/2026 08:00 PM,2026-09-04T16:50:48Z
Miguel Arenas,3800,K,WSU,WSU @ UW,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8108.png,1514255,44027175,09/06/2026 04:00 PM,2026-09-04T16:50:48Z
Jack Stevens,3800,K,WSU,WSU @ UW,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8108.png,1528266,44027176,09/06/2026 04:00 PM,2026-09-04T16:50:48Z
Donovan Hamilton,3700,WR,BALL,BALL @ OSU,Night,https://dkn.gs/sports/images/cfb/teams/50/7980.png,1518253,43975176,09/05/2026 12:30 PM,2026-09-04T16:50:45Z
Iverson Hooks,3700,WR,ORE,BSU @ ORE,Night,https://dkn.gs/sports/images/cfb/teams/50/8057.png,1396314,43975179,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
DeCorion Temple,3700,WR,ORST,ORST @ UH,Night,https://dkn.gs/sports/images/cfb/teams/50/8069.png,1405490,43975182,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Derek Meadows,3700,WR,BAMA,ECU @ BAMA,Night,https://dkn.gs/sports/images/cfb/teams/50/8166.png,1582198,43975185,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Tony Livingston,3700,WR,BAY,BAY @ AUB,Night,https://dkn.gs/sports/images/cfb/teams/50/8210.png,1441005,43975188,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Ray Ray Joseph Jr.,3700,WR,ECU,ECU @ BAMA,Night,https://dkn.gs/sports/images/cfb/teams/50/8368.png,1442216,43975191,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Toby Payne,3700,WR,MRSHL,MRSHL @ PSU,Night,https://dkn.gs/sports/images/cfb/teams/50/8991.png,1390868,43975194,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Ezekiel Avit,3700,WR,FRES,FRES @ USC,Night,https://dkn.gs/sports/images/cfb/teams/50/8301.png,1451255,44006746,09/04/2026 09:00 PM,2026-09-04T16:50:45Z
Bryson Hammer,3700,WR,TOL,TOL @ MSU,Night,https://dkn.gs/sports/images/cfb/teams/50/8022.png,1463485,44006749,09/04/2026 08:00 PM,2026-09-04T16:50:45Z
Eugene Wilson III,3700,WR,LSU,CLEM @ LSU,Night,https://dkn.gs/sports/images/cfb/teams/50/8190.png,1456495,44018313,09/05/2026 07:30 PM,2026-09-04T16:50:45Z
Isaiah Myers,3700,WR,MOST,MOST @ TA&M,Night,,1510549,44018316,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Jywon Boyd,3700,WR,TROY,SHSU @ TROY,Night,https://dkn.gs/sports/images/cfb/teams/50/9295.png,1513349,44018319,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Kelby Valsin,3700,WR,FAU,FAU @ UF,Night,https://dkn.gs/sports/images/cfb/teams/50/9427.png,1449925,44018322,09/05/2026 07:45 PM,2026-09-04T16:50:45Z
Kyle McNeal,3700,WR,FIU,FIU @ USF,Night,https://dkn.gs/sports/images/cfb/teams/50/9430.png,1442425,44018325,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Daniel Blood,3700,WR,WSU,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8108.png,1460623,44024445,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Cooper Flanagan,3700,WR,ND,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1451517,44024460,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Taz Reddicks,3700,WR,UNLV,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/7941.png,1441094,44019402,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Dorian Thomas,3700,WR,CAL,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8049.png,1449639,44019405,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Semaj Morgan,3700,WR,UCLA,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8091.png,1441800,44019408,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
CC Ezirim,3700,WR,WKU,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/9305.png,1442490,44019411,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Cooper Flanagan,3700,WR,ND,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1451517,44025818,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Reed Swanson,3600,WR,BC,BC @ CINCY,Night,https://dkn.gs/sports/images/cfb/teams/50/7692.png,1461487,43975197,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Eddie Freauff,3600,WR,ORST,ORST @ UH,Night,https://dkn.gs/sports/images/cfb/teams/50/8069.png,1524098,43975200,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Rico Scott,3600,WR,BAMA,ECU @ BAMA,Night,https://dkn.gs/sports/images/cfb/teams/50/8166.png,1520186,43975203,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Gavin Grover,3600,WR,CINCY,BC @ CINCY,Night,https://dkn.gs/sports/images/cfb/teams/50/8364.png,1506990,43975206,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Rocky Beers,3600,WR,OU,UTEP @ OU,Night,https://dkn.gs/sports/images/cfb/teams/50/7811.png,1360865,44006752,09/04/2026 08:00 PM,2026-09-04T16:50:45Z
Brennan Parachek,3600,WR,MSU,TOL @ MSU,Night,https://dkn.gs/sports/images/cfb/teams/50/7850.png,1441838,44006755,09/04/2026 08:00 PM,2026-09-04T16:50:45Z
Carver Cheeks,3600,WR,UTEP,UTEP @ OU,Night,https://dkn.gs/sports/images/cfb/teams/50/8350.png,1466671,44006758,09/04/2026 08:00 PM,2026-09-04T16:50:45Z
Harper Hughes,3600,WR,WMU,WMU @ MICH,Night,https://dkn.gs/sports/images/cfb/teams/50/8028.png,1651885,44018328,09/05/2026 07:30 PM,2026-09-04T16:50:45Z
Micah Mays Jr.,3600,WR,UF,FAU @ UF,Night,https://dkn.gs/sports/images/cfb/teams/50/8114.png,1451638,44018331,09/05/2026 07:45 PM,2026-09-04T16:50:45Z
Sanfrisco Magee,3600,WR,MSST,ULM @ MSST,Night,https://dkn.gs/sports/images/cfb/teams/50/8205.png,1520279,44018334,09/05/2026 07:30 PM,2026-09-04T16:50:45Z
Terry Bussey,3600,WR,TA&M,MOST @ TA&M,Night,https://dkn.gs/sports/images/cfb/teams/50/8251.png,1524064,44018337,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Tim Burns Jr.,3600,WR,SHSU,SHSU @ TROY,Night,,1589915,44018340,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Jaylon Domingeaux,3600,WR,WISC,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1462348,44024457,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Christian Moss,3600,WR,UW,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8101.png,1305839,44024463,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Donnie Cheers,3600,WR,NEV,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/7925.png,1455532,44019414,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Kainoa Carvalho,3600,WR,HAW,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/8316.png,1596210,44019417,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
DJ Darling,3600,WR,UNM,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/8327.png,1652283,44019420,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Jaylon Domingeaux,3600,WR,WISC,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1462348,44025844,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Benson Prosper,3600,WR,EMU,SJSU @ EMU,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/7997.png,1587745,44009128,09/04/2026 06:30 PM,2026-09-04T16:50:47Z
Bryson Hammer,3600,WR,TOL,TOL @ MSU,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8022.png,1463485,44009701,09/04/2026 08:00 PM,2026-09-04T16:50:48Z
Brock Spalding,3600,WR,ECU,ECU @ BAMA,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8368.png,1379317,44020033,09/05/2026 12:00 PM,2026-09-04T16:50:48Z
Dorian Thomas,3600,WR,CAL,UCLA @ CAL,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8049.png,1449639,44025622,09/05/2026 10:30 PM,2026-09-04T16:50:48Z
Jordan Washington,3600,RB,UW,WSU @ UW,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8101.png,1515986,44027177,09/06/2026 04:00 PM,2026-09-04T16:50:48Z
Ryan Ward,3500,WR,WVU,C-C @ WVU,Night,https://dkn.gs/sports/images/cfb/teams/50/7749.png,1508203,43975209,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Jamarion McDougle,3500,WR,BALL,BALL @ OSU,Night,https://dkn.gs/sports/images/cfb/teams/50/7980.png,1514876,43975212,09/05/2026 12:30 PM,2026-09-04T16:50:45Z
Dom Dorwart,3500,WR,OHIO,OHIO @ NEB,Night,https://dkn.gs/sports/images/cfb/teams/50/8018.png,1511696,43975215,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Eric Olsen,3500,WR,ORST,ORST @ UH,Night,https://dkn.gs/sports/images/cfb/teams/50/8069.png,1405282,43975218,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Jake Johnson,3500,WR,AUB,BAY @ AUB,Night,https://dkn.gs/sports/images/cfb/teams/50/8183.png,1380562,43975221,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Kaliq Lockett,3500,WR,TEX,TXST @ TEX,Night,https://dkn.gs/sports/images/cfb/teams/50/8240.png,1582499,43975224,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Zycarl Lewis Jr.,3500,WR,TUL,TUL @ DUKE,Night,https://dkn.gs/sports/images/cfb/teams/50/8412.png,1520862,43975227,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Matt Wagner,3500,WR,BSU,BSU @ ORE,Night,https://dkn.gs/sports/images/cfb/teams/50/8468.png,1457579,43975230,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Robby Washington,3500,WR,C-C,C-C @ WVU,Night,,1442220,43975233,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Daylyn Upshaw,3500,WR,MIA,MIA @ STAN,Night,https://dkn.gs/sports/images/cfb/teams/50/7704.png,1583068,44006761,09/04/2026 09:00 PM,2026-09-04T16:50:45Z
Corey Simms,3500,WR,USC,FRES @ USC,Night,https://dkn.gs/sports/images/cfb/teams/50/8080.png,1586378,44006764,09/04/2026 09:00 PM,2026-09-04T16:50:45Z
Nico Brown,3500,WR,STAN,MIA @ STAN,Night,https://dkn.gs/sports/images/cfb/teams/50/8084.png,1408746,44006767,09/04/2026 09:00 PM,2026-09-04T16:50:45Z
Luke Harpring,3500,WR,UF,FAU @ UF,Night,https://dkn.gs/sports/images/cfb/teams/50/8114.png,1516060,44018343,09/05/2026 07:45 PM,2026-09-04T16:50:45Z
Phillip Wright III,3500,WR,LSU,CLEM @ LSU,Night,https://dkn.gs/sports/images/cfb/teams/50/8190.png,1581916,44018346,09/05/2026 07:30 PM,2026-09-04T16:50:45Z
Sam West,3500,WR,MSST,ULM @ MSST,Night,https://dkn.gs/sports/images/cfb/teams/50/8205.png,1441692,44018349,09/05/2026 07:30 PM,2026-09-04T16:50:45Z
Kristian Tate,3500,WR,TROY,SHSU @ TROY,Night,https://dkn.gs/sports/images/cfb/teams/50/9295.png,1464527,44018352,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Jackson Verdugo,3500,WR,FIU,FIU @ USF,Night,https://dkn.gs/sports/images/cfb/teams/50/9430.png,1584417,44018355,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Eugene Hilton Jr.,3500,WR,WISC,WISC @ ND,Classic,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1583906,44024466,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Jack Pedersen,3500,WR,WSU,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8108.png,1405421,44024469,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
Caleb Odom,3500,WR,MISS,UL @ MISS,Classic,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1506063,44024472,09/06/2026 07:30 PM,2026-09-04T16:50:46Z
Gary Givens III,3500,WR,NEV,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/7925.png,1525313,44019423,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Leland Smith,3500,WR,UCLA,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8091.png,1443071,44019426,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Tripp Walsh,3500,WR,UNM,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/8327.png,1451456,44019429,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Zhaiel Smith,3500,WR,UNM,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/8327.png,1591670,44019432,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Moussa Barry,3500,WR,WKU,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/9305.png,1410999,44019435,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Caleb Odom,3500,WR,MISS,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1506063,44025858,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Eugene Hilton Jr.,3500,WR,WISC,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1583906,44025982,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Andrew Barker,3400,WR,IU,UNT @ IU,Night,https://dkn.gs/sports/images/cfb/teams/50/7828.png,1583674,43975236,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Isaiah Thacker,3400,WR,BALL,BALL @ OSU,Night,https://dkn.gs/sports/images/cfb/teams/50/7980.png,1456710,43975239,09/05/2026 12:30 PM,2026-09-04T16:50:45Z
Andrew Metzger,3400,WR,OHIO,OHIO @ NEB,Night,https://dkn.gs/sports/images/cfb/teams/50/8018.png,1451971,43975242,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Giyahni Kontosis,3400,WR,CINCY,BC @ CINCY,Night,https://dkn.gs/sports/images/cfb/teams/50/8364.png,1582666,43975245,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Ty Thompson,3400,WR,TUL,TUL @ DUKE,Night,https://dkn.gs/sports/images/cfb/teams/50/8412.png,1286177,43975248,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Quinton Brown,3400,WR,BSU,BSU @ ORE,Night,https://dkn.gs/sports/images/cfb/teams/50/8468.png,1588942,43975251,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Max Reese,3400,WR,UNT,UNT @ IU,Night,https://dkn.gs/sports/images/cfb/teams/50/9033.png,1389021,43975254,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Jordan Onovughe,3400,WR,STAN,MIA @ STAN,Night,https://dkn.gs/sports/images/cfb/teams/50/8084.png,1446325,44006770,09/04/2026 09:00 PM,2026-09-04T16:50:45Z
Jaden Smith,3400,WR,UTEP,UTEP @ OU,Night,https://dkn.gs/sports/images/cfb/teams/50/8350.png,1274498,44006773,09/04/2026 08:00 PM,2026-09-04T16:50:45Z
Christian Bentancur,3400,WR,CLEM,CLEM @ LSU,Night,https://dkn.gs/sports/images/cfb/teams/50/7610.png,1507775,44018358,09/05/2026 07:30 PM,2026-09-04T16:50:45Z
Baylin Brooks,3400,WR,WMU,WMU @ MICH,Night,https://dkn.gs/sports/images/cfb/teams/50/8028.png,1458951,44018361,09/05/2026 07:30 PM,2026-09-04T16:50:45Z
Jackson Worley,3400,WR,TROY,SHSU @ TROY,Night,https://dkn.gs/sports/images/cfb/teams/50/9295.png,1449632,44018364,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Maguire Anderson,3400,WR,FIU,FIU @ USF,Night,https://dkn.gs/sports/images/cfb/teams/50/9430.png,1325759,44018367,09/05/2026 07:00 PM,2026-09-04T16:50:45Z
Chris Lawson,3400,WR,UW,WSU @ UW,Classic,https://dkn.gs/sports/images/cfb/teams/50/8101.png,1583915,44024475,09/06/2026 04:00 PM,2026-09-04T16:50:46Z
DeAngelo Irvin Jr.,3400,WR,UNLV,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/7941.png,1456128,44019438,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Justin Ruffin Jr.,3400,WR,CMU,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/7991.png,1585003,44019441,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Mason Mini,3400,WR,CAL,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8049.png,1452927,44019444,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Shawn Miller,3400,WR,UNM,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/8327.png,1380670,44019447,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Nico Brown,3400,WR,STAN,MIA @ STAN,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8084.png,1408746,44009847,09/04/2026 09:00 PM,2026-09-04T16:50:46Z
Brody Foley,3400,WR,UL,UL @ MISS,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1378857,44027325,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Eugene Wilson III,3400,WR,LSU,CLEM @ LSU,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8190.png,1456495,44025466,09/05/2026 07:30 PM,2026-09-04T16:50:47Z
Anthony Ivey,3400,WR,SJSU,SJSU @ EMU,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/7962.png,1393330,44009129,09/04/2026 06:30 PM,2026-09-04T16:50:47Z
Tony Livingston,3400,WR,BAY,BAY @ AUB,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8210.png,1441005,44025011,09/05/2026 03:30 PM,2026-09-04T16:50:48Z
Semaj Morgan,3400,WR,UCLA,UCLA @ CAL,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8091.png,1441800,44025623,09/05/2026 10:30 PM,2026-09-04T16:50:48Z
Randy Pittman Jr.,3400,WR,SMU,SMU @ FSU,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/8233.png,1443018,44027620,09/07/2026 07:30 PM,2026-09-04T16:50:49Z
Brady Clough,3300,WR,BC,BC @ CINCY,Night,https://dkn.gs/sports/images/cfb/teams/50/7692.png,1529171,43975257,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Eian Pugh,3300,WR,OHIO,OHIO @ NEB,Night,https://dkn.gs/sports/images/cfb/teams/50/8018.png,1380674,43975260,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Harvey Broussard III,3300,WR,UH,ORST @ UH,Night,https://dkn.gs/sports/images/cfb/teams/50/8224.png,1461972,43975263,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Ismael Smith Flores,3300,WR,ECU,ECU @ BAMA,Night,https://dkn.gs/sports/images/cfb/teams/50/8368.png,1442038,43975266,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Akeem Wright,3300,WR,BSU,BSU @ ORE,Night,https://dkn.gs/sports/images/cfb/teams/50/8468.png,1648583,43975269,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Xayvion Turner-Bradshaw,3300,WR,MRSHL,MRSHL @ PSU,Night,https://dkn.gs/sports/images/cfb/teams/50/8991.png,1380555,43975272,09/05/2026 03:30 PM,2026-09-04T16:50:45Z
Baron Tipton,3300,WR,UNT,UNT @ IU,Night,https://dkn.gs/sports/images/cfb/teams/50/9033.png,1514262,43975275,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Zach Courtney,3300,WR,C-C,C-C @ WVU,Night,,1394718,43975278,09/05/2026 12:00 PM,2026-09-04T16:50:45Z
Elijah Thomas,3300,WR,OU,UTEP @ OU,Night,https://dkn.gs/sports/images/cfb/teams/50/7811.png,1582255,44006776,09/04/2026 08:00 PM,2026-09-04T16:50:45Z
Charles Taplin,3300,WR,MSU,TOL @ MSU,Night,https://dkn.gs/sports/images/cfb/teams/50/7850.png,1583719,44006779,09/04/2026 08:00 PM,2026-09-04T16:50:45Z
Anthony Simpson,3300,WR,TOL,TOL @ MSU,Night,https://dkn.gs/sports/images/cfb/teams/50/8022.png,1326607,44006782,09/04/2026 08:00 PM,2026-09-04T16:50:45Z
Zacharyus Williams,3300,WR,USC,FRES @ USC,Night,https://dkn.gs/sports/images/cfb/teams/50/8080.png,1519189,44006785,09/04/2026 09:00 PM,2026-09-04T16:50:45Z
