player_name,salary,position,team,game,slate_type,player_image,player_id,draftable_id,game_start,updated_at
Braylen Naves,3000,WR,CMU,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/7991.png,1596252,44019612,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Tayte Vanderleest,3000,WR,CMU,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/7991.png,1448336,44019615,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Camden Kruisenga,3000,WR,CMU,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/7991.png,1518916,44019618,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Shawn Foster II,3000,WR,CMU,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/7991.png,1523353,44019621,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Dontae Robinson,3000,WR,CMU,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/7991.png,1599339,44019624,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Avin Robinson,3000,WR,CMU,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/7991.png,1650573,44019627,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Tommy McIntosh,3000,WR,CMU,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/7991.png,1401627,44019630,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Da'Shon Febres,3000,WR,CMU,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/7991.png,1655185,44019633,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Rico Walker,3000,WR,CAL,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8049.png,1442750,44019636,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Jack Olyphant,3000,WR,CAL,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8049.png,1518607,44019639,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
John Tofi Jr.,3000,WR,CAL,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8049.png,1599282,44019642,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Taimane Purcell,3000,WR,CAL,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8049.png,1648301,44019645,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Sosaia Noa,3000,WR,CAL,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8049.png,1666135,44019648,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Michael Cooley,3000,WR,CAL,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8049.png,1457883,44019651,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Kyion Grayes,3000,WR,CAL,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8049.png,1379223,44019654,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
QuaRon Adams,3000,WR,CAL,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8049.png,1390929,44019657,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Cole Boscia,3000,WR,CAL,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8049.png,1394717,44019660,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Trevor Rogers,3000,WR,CAL,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8049.png,1518581,44019663,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Tyree Sams,3000,WR,CAL,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8049.png,1666134,44019666,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Meyer Swinney,3000,WR,CAL,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8049.png,1582970,44019669,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Kai Meza,3000,WR,CAL,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8049.png,1648299,44019672,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
EJ Morgan,3000,WR,CAL,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8049.png,1666133,44019675,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Harry Lodge,3000,WR,UCLA,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8091.png,1390916,44019678,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Noah Fox-Flores,3000,WR,UCLA,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8091.png,1590301,44019681,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Stevie Amar Jr.,3000,WR,UCLA,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8091.png,1598261,44019684,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Peter Bario,3000,WR,UCLA,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8091.png,1457991,44019687,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Dylan Sims,3000,WR,UCLA,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8091.png,1590302,44019690,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Aidan Mizell,3000,WR,UCLA,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8091.png,1440932,44019693,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Shane Rosenthal,3000,WR,UCLA,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8091.png,1598229,44019696,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Jace Brown,3000,WR,UCLA,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8091.png,1598237,44019699,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Marcus Harris,3000,WR,UCLA,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8091.png,1583931,44019702,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Jalen Saint Paul,3000,WR,UCLA,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8091.png,1523677,44019705,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Jackson Meehan,3000,WR,UCLA,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8091.png,1599366,44019708,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Jonah Smith,3000,WR,UCLA,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8091.png,1619019,44019711,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Major Pride,3000,WR,UCLA,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8091.png,1650482,44019714,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Kenneth Moore III,3000,WR,UCLA,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8091.png,1650492,44019717,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Russell Weir,3000,WR,UCLA,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8091.png,1522671,44019720,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Markus Kier,3000,WR,UCLA,UCLA @ CAL,Night,https://dkn.gs/sports/images/cfb/teams/50/8091.png,1654344,44019723,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Frank Abreu,3000,WR,HAW,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/8316.png,1584519,44019726,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Oakie Salave'a,3000,WR,HAW,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/8316.png,1381384,44019729,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Andrew Price,3000,WR,HAW,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/8316.png,1663678,44019732,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Anthony Hickman,3000,WR,HAW,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/8316.png,1654085,44019735,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Micah Kaonohi-Kaihenui,3000,WR,HAW,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/8316.png,1442291,44019738,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Matthew Bailiff,3000,WR,HAW,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/8316.png,1456733,44019741,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Blaze Kamoku,3000,WR,HAW,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/8316.png,1513093,44019744,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Tre' Griffiths,3000,WR,HAW,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/8316.png,1507216,44019747,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Nick Delgadillo,3000,WR,HAW,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/8316.png,1456750,44019750,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Josiah Fetui,3000,WR,HAW,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/8316.png,1519622,44019753,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Koa Eldredge,3000,WR,HAW,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/8316.png,1441251,44019756,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Jarvis Heimuli,3000,WR,HAW,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/8316.png,1519563,44019759,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Diezel Kamoku,3000,WR,HAW,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/8316.png,1530610,44019762,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Robert Haynes IV,3000,WR,HAW,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/8316.png,1651933,44019765,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Dillon Booth,3000,WR,HAW,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/8316.png,1651934,44019768,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Brandon Gaea,3000,WR,HAW,UNLV @ HAW,Night,https://dkn.gs/sports/images/cfb/teams/50/8316.png,1651935,44019771,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Max Leeper,3000,WR,UNM,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/8327.png,1652290,44019774,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Simon Mapa,3000,WR,UNM,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/8327.png,1592710,44019777,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Trey Moore,3000,WR,UNM,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/8327.png,1656049,44019780,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Bear Tenney,3000,WR,UNM,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/8327.png,1595821,44019783,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Aldin Bilalbegovic,3000,WR,UNM,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/8327.png,1591681,44019786,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Joey Olsen,3000,WR,UNM,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/8327.png,1509143,44019789,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Enrique Zatarain,3000,WR,UNM,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/8327.png,1656050,44019792,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Miles Williams,3000,WR,UNM,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/8327.png,1391235,44019795,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Bailen George,3000,WR,UNM,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/8327.png,1656048,44019798,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Dorian Patterson,3000,WR,UNM,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/8327.png,1656015,44019801,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Kader Diop,3000,WR,UNM,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/8327.png,1516222,44019804,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Abraham Williams,3000,WR,UNM,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/8327.png,1215679,44019807,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Evan Wysong,3000,WR,UNM,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/8327.png,1457648,44019810,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
KJ Cherry,3000,WR,UNM,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/8327.png,1603027,44019813,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Jacob Maldonado,3000,WR,UNM,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/8327.png,1656011,44019816,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
JT Jeter,3000,WR,UNM,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/8327.png,1598950,44019819,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Mikey Beck,3000,WR,UNM,CMU @ UNM,Night,https://dkn.gs/sports/images/cfb/teams/50/8327.png,1591673,44019822,09/05/2026 10:00 PM,2026-09-04T16:50:46Z
Lofton Howard,3000,WR,WKU,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/9305.png,1450509,44019825,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Aiden Miller,3000,WR,WKU,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/9305.png,1450505,44019828,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Griffin Reimer,3000,WR,WKU,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/9305.png,1448630,44019831,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Coleson Arends,3000,WR,WKU,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/9305.png,1456670,44019834,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Cross Nimmo,3000,WR,WKU,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/9305.png,1589797,44019837,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Eli Wilt,3000,WR,WKU,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/9305.png,1655167,44019840,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Arlando Crafton Jr.,3000,WR,WKU,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/9305.png,1655166,44019843,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Qua'Vez Humphreys,3000,WR,WKU,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/9305.png,1444836,44019846,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Nigel Johnson,3000,WR,WKU,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/9305.png,1467474,44019849,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Jeremiah Carroll,3000,WR,WKU,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/9305.png,1477942,44019852,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Fonzy Smith,3000,WR,WKU,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/9305.png,1589792,44019855,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Devin Hamilton,3000,WR,WKU,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/9305.png,1652648,44019858,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Tre'von McGory,3000,WR,WKU,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/9305.png,1652661,44019861,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Jyziah Rockwell,3000,WR,WKU,WKU @ NEV,Night,https://dkn.gs/sports/images/cfb/teams/50/9305.png,1404563,44019864,09/05/2026 10:30 PM,2026-09-04T16:50:46Z
Jordan Lyle,3000,RB,MIA,MIA @ STAN,Showdown Captain Mode,https://dkn.gs/sports/images/cfb/teams/50/7704.png,1524615,44009848,09/04/2026 09:00 PM,2026-09-04T16:50:46Z
Izaiah Hartrup,3000,WR,MISS,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1216367,44025741,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Elizjah Lewis,3000,WR,UL,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1325310,44025747,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Jaleel Skinner,3000,WR,UL,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1379888,44025753,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Ty Washington,3000,WR,ND,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1381338,44025758,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Ryan Schwendeman,3000,WR,WISC,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1406968,44025774,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Jackson McGohan,3000,WR,WISC,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1441045,44025780,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Malachi Coleman,3000,WR,WISC,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1441980,44025789,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Justyn Reid,3000,WR,UL,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1445950,44025798,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Travis Egan,3000,WR,UL,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1451089,44025803,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Henry Garrity,3000,WR,ND,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1451507,44025812,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Dylan Davis,3000,WR,MISS,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1451994,44025824,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Wyatt Smalley,3000,WR,MISS,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1452002,44025827,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Terrence McWilliams Jr.,3000,WR,UL,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1452154,44025830,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Traylon Ray,3000,WR,MISS,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1457276,44025835,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Isaiah Spencer,3000,WR,MISS,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1464889,44025847,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Jakob Dixon,3000,WR,UL,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1466651,44025850,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Kris Hughes,3000,WR,UL,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1469279,44025853,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Zion Kearney,3000,WR,WISC,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1506191,44025861,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Brady Prieskorn,3000,WR,MISS,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1508488,44025878,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Grant Stec,3000,WR,WISC,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1509234,44025884,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Cam Williams,3000,WR,ND,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1512892,44025897,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Jack Larsen,3000,WR,ND,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1512911,44025903,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Dylan Mesman,3000,WR,UL,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1514147,44025908,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Jack Harper,3000,WR,MISS,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1515894,44025914,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Michael Smith,3000,WR,MISS,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1518213,44025920,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Logan Saldate,3000,WR,ND,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1521385,44025931,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Xavier Southall,3000,WR,ND,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1521398,44025940,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Langdon Nordgaard,3000,WR,WISC,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1523358,44025946,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Hamilton Atkins,3000,WR,UL,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1523656,44025952,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Eli Adams,3000,WR,WISC,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1523657,44025955,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Montavin Quisenberry,3000,WR,UL,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1582136,44025965,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Dillon Alfred,3000,WR,MISS,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1582313,44025971,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Samari Reed,3000,WR,MISS,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1582314,44025974,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Hayden Bradley,3000,WR,MISS,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1582315,44025977,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Quincy Porter,3000,WR,ND,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1583922,44025985,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Emmett Bork,3000,WR,WISC,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1583947,44025988,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Nizyi Davis,3000,WR,WISC,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1583971,44025991,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Elijah Burress,3000,WR,ND,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1585578,44025996,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Jerome Bettis Jr.,3000,WR,ND,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1585607,44026002,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Levi Blount,3000,WR,MISS,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1590822,44026011,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Mason Kelley,3000,WR,WISC,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1596093,44026026,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
DeVuan Jones,3000,WR,UL,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1599271,44026032,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Anthony Aguirre,3000,WR,MISS,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1606389,44026035,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Jase Mathews,3000,WR,MISS,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8197.png,1645742,44026043,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Julius Miles,3000,WR,UL,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1649165,44026051,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Rhys Dorsey,3000,WR,UL,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1649179,44026057,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
DJ Williams,3000,WR,UL,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1649190,44026060,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Payton Cook,3000,WR,UL,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1649192,44026063,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Gavin Waddell,3000,WR,UL,UL @ MISS,Night,https://dkn.gs/sports/images/cfb/teams/50/8373.png,1649193,44026066,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Kash Brock,3000,WR,WISC,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1651274,44026071,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Keeyshawn Tabuteau,3000,WR,WISC,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1651275,44026074,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Zion Legree,3000,WR,WISC,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1651417,44026077,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Jack Sievers,3000,WR,WISC,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/7894.png,1651422,44026080,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Bubba Frazier,3000,WR,ND,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1651431,44026083,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Devin Fitzgerald,3000,WR,ND,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1651433,44026088,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Brayden Robinson,3000,WR,ND,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1651436,44026091,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Dylan Faison,3000,WR,ND,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1651437,44026094,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Kaydon Finley,3000,WR,ND,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1651439,44026097,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
Preston Fryzel,3000,WR,ND,WISC @ ND,Night,https://dkn.gs/sports/images/cfb/teams/50/8394.png,1651480,44026109,09/06/2026 07:30 PM,2026-09-04T16:50:47Z
